time,I,pol,r,ar,cc,kind,net_type
3,30.91,0.1,0.5,22,0.002,std,dynamic
4,256.94,0.1,0.5,315,0.074,mean,dynamic
4,22.34,0.1,0.5,22,0.002,std,dynamic
5,248.31,0.1,0.5,315,0.074,mean,dynamic
5,18.49,0.1,0.5,22,0.002,std,dynamic
6,227.81,0.1,0.5,315,0.074,mean,dynamic
6,17.03,0.1,0.5,22,0.002,std,dynamic
7,206.47,0.1,0.5,315,0.074,mean,dynamic
7,14.38,0.1,0.5,22,0.002,std,dynamic
8,186.66,0.1,0.5,315,0.074,mean,dynamic
8,13.54,0.1,0.5,22,0.002,std,dynamic
9,167.66,0.1,0.5,315,0.074,mean,dynamic
9,11.11,0.1,0.5,22,0.002,std,dynamic
10,152.09,0.1,0.5,315,0.074,mean,dynamic
10,10.72,0.1,0.5,22,0.002,std,dynamic
11,136.12,0.1,0.5,315,0.074,mean,dynamic
11,10.76,0.1,0.5,22,0.002,std,dynamic
12,122.12,0.1,0.5,315,0.074,mean,dynamic
12,10.16,0.1,0.5,22,0.002,std,dynamic
13,110.19,0.1,0.5,315,0.074,mean,dynamic
13,9.28,0.1,0.5,22,0.002,std,dynamic
14,98.56,0.1,0.5,315,0.074,mean,dynamic
14,8.62,0.1,0.5,22,0.002,std,dynamic
15,88.12,0.1,0.5,315,0.074,mean,dynamic
15,7.69,0.1,0.5,22,0.002,std,dynamic
16,79.25,0.1,0.5,315,0.074,mean,dynamic
16,8.35,0.1,0.5,22,0.002,std,dynamic
17,71.0,0.1,0.5,315,0.074,mean,dynamic
17,7.79,0.1,0.5,22,0.002,std,dynamic
18,64.0,0.1,0.5,315,0.074,mean,dynamic
18,7.13,0.1,0.5,22,0.002,std,dynamic
19,57.03,0.1,0.5,315,0.074,mean,dynamic
19,6.45,0.1,0.5,22,0.002,std,dynamic
20,51.81,0.1,0.5,315,0.074,mean,dynamic
20,6.18,0.1,0.5,22,0.002,std,dynamic
21,46.62,0.1,0.5,315,0.074,mean,dynamic
21,6.09,0.1,0.5,22,0.002,std,dynamic
22,41.84,0.1,0.5,315,0.074,mean,dynamic
22,5.82,0.1,0.5,22,0.002,std,dynamic
23,38.03,0.1,0.5,315,0.074,mean,dynamic
23,5.33,0.1,0.5,22,0.002,std,dynamic
24,34.41,0.1,0.5,315,0.074,mean,dynamic
24,5.03,0.1,0.5,22,0.002,std,dynamic
25,31.31,0.1,0.5,315,0.074,mean,dynamic
25,4.9,0.1,0.5,22,0.002,std,dynamic
26,28.5,0.1,0.5,315,0.074,mean,dynamic
26,4.62,0.1,0.5,22,0.002,std,dynamic
27,26.19,0.1,0.5,315,0.074,mean,dynamic
27,4.19,0.1,0.5,22,0.002,std,dynamic
28,23.72,0.1,0.5,315,0.074,mean,dynamic
28,3.81,0.1,0.5,22,0.002,std,dynamic
29,21.25,0.1,0.5,315,0.074,mean,dynamic
29,3.81,0.1,0.5,22,0.002,std,dynamic
30,19.09,0.1,0.5,315,0.074,mean,dynamic
30,3.73,0.1,0.5,22,0.002,std,dynamic
31,17.62,0.1,0.5,315,0.074,mean,dynamic
31,3.19,0.1,0.5,22,0.002,std,dynamic
32,16.22,0.1,0.5,315,0.074,mean,dynamic
32,2.69,0.1,0.5,22,0.002,std,dynamic
33,14.88,0.1,0.5,315,0.074,mean,dynamic
33,2.65,0.1,0.5,22,0.002,std,dynamic
34,13.66,0.1,0.5,315,0.074,mean,dynamic
34,2.7,0.1,0.5,22,0.002,std,dynamic
35,12.19,0.1,0.5,315,0.074,mean,dynamic
35,2.53,0.1,0.5,22,0.002,std,dynamic
36,10.59,0.1,0.5,315,0.074,mean,dynamic
36,2.52,0.1,0.5,22,0.002,std,dynamic
37,9.12,0.1,0.5,315,0.074,mean,dynamic
37,2.34,0.1,0.5,22,0.002,std,dynamic
38,8.16,0.1,0.5,315,0.074,mean,dynamic
38,2.08,0.1,0.5,22,0.002,std,dynamic
39,7.06,0.1,0.5,315,0.074,mean,dynamic
39,2.28,0.1,0.5,22,0.002,std,dynamic
40,6.38,0.1,0.5,315,0.074,mean,dynamic
40,2.27,0.1,0.5,22,0.002,std,dynamic
41,5.81,0.1,0.5,315,0.074,mean,dynamic
41,2.24,0.1,0.5,22,0.002,std,dynamic
42,5.03,0.1,0.5,315,0.074,mean,dynamic
42,2.07,0.1,0.5,22,0.002,std,dynamic
43,4.72,0.1,0.5,315,0.074,mean,dynamic
43,2.1,0.1,0.5,22,0.002,std,dynamic
0,5.0,0.2,0.5,293,0.079,mean,static
0,0.0,0.2,0.5,24,0.002,std,static
1,19.41,0.2,0.5,293,0.079,mean,static
1,3.18,0.2,0.5,24,0.002,std,static
2,91.19,0.2,0.5,293,0.079,mean,static
2,17.36,0.2,0.5,24,0.002,std,static
3,205.44,0.2,0.5,293,0.079,mean,static
3,28.49,0.2,0.5,24,0.002,std,static
4,244.44,0.2,0.5,293,0.079,mean,static
4,24.92,0.2,0.5,24,0.002,std,static
5,236.81,0.2,0.5,293,0.079,mean,static
5,21.4,0.2,0.5,24,0.002,std,static
6,219.22,0.2,0.5,293,0.079,mean,static
6,20.75,0.2,0.5,24,0.002,std,static
7,201.62,0.2,0.5,293,0.079,mean,static
7,18.83,0.2,0.5,24,0.002,std,static
8,183.81,0.2,0.5,293,0.079,mean,static
8,16.64,0.2,0.5,24,0.002,std,static
9,166.16,0.2,0.5,293,0.079,mean,static
9,13.87,0.2,0.5,24,0.002,std,static
10,149.03,0.2,0.5,293,0.079,mean,static
10,11.06,0.2,0.5,24,0.002,std,static
11,132.62,0.2,0.5,293,0.079,mean,static
11,8.95,0.2,0.5,24,0.002,std,static
12,116.66,0.2,0.5,293,0.079,mean,static
12,8.23,0.2,0.5,24,0.002,std,static
13,105.19,0.2,0.5,293,0.079,mean,static
13,7.86,0.2,0.5,24,0.002,std,static
14,94.5,0.2,0.5,293,0.079,mean,static
14,8.25,0.2,0.5,24,0.002,std,static
15,85.03,0.2,0.5,293,0.079,mean,static
15,8.02,0.2,0.5,24,0.002,std,static
16,77.38,0.2,0.5,293,0.079,mean,static
16,7.39,0.2,0.5,24,0.002,std,static
17,68.69,0.2,0.5,293,0.079,mean,static
17,5.71,0.2,0.5,24,0.002,std,static
18,62.88,0.2,0.5,293,0.079,mean,static
18,5.07,0.2,0.5,24,0.002,std,static
19,56.84,0.2,0.5,293,0.079,mean,static
19,5.26,0.2,0.5,24,0.002,std,static
20,51.47,0.2,0.5,293,0.079,mean,static
20,4.7,0.2,0.5,24,0.002,std,static
21,46.97,0.2,0.5,293,0.079,mean,static
21,4.5,0.2,0.5,24,0.002,std,static
22,42.12,0.2,0.5,293,0.079,mean,static
22,4.12,0.2,0.5,24,0.002,std,static
23,37.75,0.2,0.5,293,0.079,mean,static
23,3.64,0.2,0.5,24,0.002,std,static
24,33.53,0.2,0.5,293,0.079,mean,static
24,3.52,0.2,0.5,24,0.002,std,static
25,29.81,0.2,0.5,293,0.079,mean,static
25,3.5,0.2,0.5,24,0.002,std,static
26,26.59,0.2,0.5,293,0.079,mean,static
26,3.58,0.2,0.5,24,0.002,std,static
27,24.09,0.2,0.5,293,0.079,mean,static
27,3.27,0.2,0.5,24,0.002,std,static
28,21.62,0.2,0.5,293,0.079,mean,static
28,3.4,0.2,0.5,24,0.002,std,static
29,19.38,0.2,0.5,293,0.079,mean,static
29,3.38,0.2,0.5,24,0.002,std,static
30,17.28,0.2,0.5,293,0.079,mean,static
30,3.35,0.2,0.5,24,0.002,std,static
31,15.75,0.2,0.5,293,0.079,mean,static
31,3.42,0.2,0.5,24,0.002,std,static
32,14.25,0.2,0.5,293,0.079,mean,static
32,3.1,0.2,0.5,24,0.002,std,static
33,12.81,0.2,0.5,293,0.079,mean,static
33,2.82,0.2,0.5,24,0.002,std,static
34,11.28,0.2,0.5,293,0.079,mean,static
34,2.78,0.2,0.5,24,0.002,std,static
35,10.12,0.2,0.5,293,0.079,mean,static
35,2.6,0.2,0.5,24,0.002,std,static
36,8.88,0.2,0.5,293,0.079,mean,static
36,2.51,0.2,0.5,24,0.002,std,static
37,7.72,0.2,0.5,293,0.079,mean,static
37,2.37,0.2,0.5,24,0.002,std,static
38,6.72,0.2,0.5,293,0.079,mean,static
38,2.37,0.2,0.5,24,0.002,std,static
39,6.03,0.2,0.5,293,0.079,mean,static
39,2.3,0.2,0.5,24,0.002,std,static
40,5.38,0.2,0.5,293,0.079,mean,static
40,2.1,0.2,0.5,24,0.002,std,static
41,4.78,0.2,0.5,293,0.079,mean,static
41,2.13,0.2,0.5,24,0.002,std,static
42,4.34,0.2,0.5,293,0.079,mean,static
42,2.17,0.2,0.5,24,0.002,std,static
43,3.88,0.2,0.5,293,0.079,mean,static
43,2.09,0.2,0.5,24,0.002,std,static
44,3.28,0.2,0.5,293,0.079,mean,static
44,2.0,0.2,0.5,24,0.002,std,static
0,5.0,0.2,0.5,312,0.077,mean,dynamic
0,0.0,0.2,0.5,28,0.002,std,dynamic
1,18.97,0.2,0.5,312,0.077,mean,dynamic
1,3.1,0.2,0.5,28,0.002,std,dynamic
2,82.69,0.2,0.5,312,0.077,mean,dynamic
2,22.33,0.2,0.5,28,0.002,std,dynamic
3,193.31,0.2,0.5,312,0.077,mean,dynamic
3,38.9,0.2,0.5,28,0.002,std,dynamic
4,249.81,0.2,0.5,312,0.077,mean,dynamic
4,29.89,0.2,0.5,28,0.002,std,dynamic
5,248.81,0.2,0.5,312,0.077,mean,dynamic
5,23.32,0.2,0.5,28,0.002,std,dynamic
6,228.88,0.2,0.5,312,0.077,mean,dynamic
6,19.14,0.2,0.5,28,0.002,std,dynamic
7,207.94,0.2,0.5,312,0.077,mean,dynamic
7,17.68,0.2,0.5,28,0.002,std,dynamic
8,188.5,0.2,0.5,312,0.077,mean,dynamic
8,17.21,0.2,0.5,28,0.002,std,dynamic
9,168.97,0.2,0.5,312,0.077,mean,dynamic
9,15.53,0.2,0.5,28,0.002,std,dynamic
10,151.59,0.2,0.5,312,0.077,mean,dynamic
10,14.15,0.2,0.5,28,0.002,std,dynamic
11,137.0,0.2,0.5,312,0.077,mean,dynamic
11,13.8,0.2,0.5,28,0.002,std,dynamic
12,123.03,0.2,0.5,312,0.077,mean,dynamic
12,11.24,0.2,0.5,28,0.002,std,dynamic
13,110.56,0.2,0.5,312,0.077,mean,dynamic
13,10.19,0.2,0.5,28,0.002,std,dynamic
14,98.94,0.2,0.5,312,0.077,mean,dynamic
14,9.45,0.2,0.5,28,0.002,std,dynamic
15,88.97,0.2,0.5,312,0.077,mean,dynamic
15,9.0,0.2,0.5,28,0.002,std,dynamic
16,80.09,0.2,0.5,312,0.077,mean,dynamic
16,8.76,0.2,0.5,28,0.002,std,dynamic
17,72.88,0.2,0.5,312,0.077,mean,dynamic
17,8.24,0.2,0.5,28,0.002,std,dynamic
18,65.66,0.2,0.5,312,0.077,mean,dynamic
18,7.42,0.2,0.5,28,0.002,std,dynamic
19,59.34,0.2,0.5,312,0.077,mean,dynamic
19,7.61,0.2,0.5,28,0.002,std,dynamic
20,53.12,0.2,0.5,312,0.077,mean,dynamic
20,7.83,0.2,0.5,28,0.002,std,dynamic
21,47.62,0.2,0.5,312,0.077,mean,dynamic
21,7.4,0.2,0.5,28,0.002,std,dynamic
22,42.19,0.2,0.5,312,0.077,mean,dynamic
22,7.02,0.2,0.5,28,0.002,std,dynamic
23,38.28,0.2,0.5,312,0.077,mean,dynamic
23,6.62,0.2,0.5,28,0.002,std,dynamic
24,34.97,0.2,0.5,312,0.077,mean,dynamic
24,6.77,0.2,0.5,28,0.002,std,dynamic
25,31.5,0.2,0.5,312,0.077,mean,dynamic
25,6.4,0.2,0.5,28,0.002,std,dynamic
26,27.97,0.2,0.5,312,0.077,mean,dynamic
26,6.15,0.2,0.5,28,0.002,std,dynamic
27,25.38,0.2,0.5,312,0.077,mean,dynamic
27,5.65,0.2,0.5,28,0.002,std,dynamic
28,22.88,0.2,0.5,312,0.077,mean,dynamic
28,5.27,0.2,0.5,28,0.002,std,dynamic
29,19.81,0.2,0.5,312,0.077,mean,dynamic
29,4.05,0.2,0.5,28,0.002,std,dynamic
30,18.06,0.2,0.5,312,0.077,mean,dynamic
30,3.68,0.2,0.5,28,0.002,std,dynamic
31,16.44,0.2,0.5,312,0.077,mean,dynamic
31,3.67,0.2,0.5,28,0.002,std,dynamic
32,14.72,0.2,0.5,312,0.077,mean,dynamic
32,3.37,0.2,0.5,28,0.002,std,dynamic
33,13.34,0.2,0.5,312,0.077,mean,dynamic
33,3.02,0.2,0.5,28,0.002,std,dynamic
34,12.03,0.2,0.5,312,0.077,mean,dynamic
34,2.72,0.2,0.5,28,0.002,std,dynamic
35,10.75,0.2,0.5,312,0.077,mean,dynamic
35,2.98,0.2,0.5,28,0.002,std,dynamic
36,9.75,0.2,0.5,312,0.077,mean,dynamic
36,2.73,0.2,0.5,28,0.002,std,dynamic
37,8.91,0.2,0.5,312,0.077,mean,dynamic
37,2.61,0.2,0.5,28,0.002,std,dynamic
38,7.56,0.2,0.5,312,0.077,mean,dynamic
38,2.45,0.2,0.5,28,0.002,std,dynamic
39,6.62,0.2,0.5,312,0.077,mean,dynamic
39,2.34,0.2,0.5,28,0.002,std,dynamic
40,6.03,0.2,0.5,312,0.077,mean,dynamic
40,2.31,0.2,0.5,28,0.002,std,dynamic
41,5.34,0.2,0.5,312,0.077,mean,dynamic
41,1.93,0.2,0.5,28,0.002,std,dynamic
42,5.0,0.2,0.5,312,0.077,mean,dynamic
42,1.84,0.2,0.5,28,0.002,std,dynamic
43,4.56,0.2,0.5,312,0.077,mean,dynamic
43,1.84,0.2,0.5,28,0.002,std,dynamic
44,4.22,0.2,0.5,312,0.077,mean,dynamic
44,1.9,0.2,0.5,28,0.002,std,dynamic
45,3.84,0.2,0.5,312,0.077,mean,dynamic
45,1.66,0.2,0.5,28,0.002,std,dynamic
46,3.5,0.2,0.5,312,0.077,mean,dynamic
46,1.68,0.2,0.5,28,0.002,std,dynamic
0,5.0,0.3,0.5,286,0.079,mean,static
0,0.0,0.3,0.5,27,0.002,std,static
1,19.56,0.3,0.5,286,0.079,mean,static
1,3.24,0.3,0.5,27,0.002,std,static
2,88.0,0.3,0.5,286,0.079,mean,static
2,20.18,0.3,0.5,27,0.002,std,static
3,199.0,0.3,0.5,286,0.079,mean,static
3,33.42,0.3,0.5,27,0.002,std,static
4,237.09,0.3,0.5,286,0.079,mean,static
4,27.66,0.3,0.5,27,0.002,std,static
5,229.44,0.3,0.5,286,0.079,mean,static
5,24.18,0.3,0.5,27,0.002,std,static
6,212.84,0.3,0.5,286,0.079,mean,static
6,21.54,0.3,0.5,27,0.002,std,static
7,196.09,0.3,0.5,286,0.079,mean,static
7,20.04,0.3,0.5,27,0.002,std,static
8,178.94,0.3,0.5,286,0.079,mean,static
8,17.03,0.3,0.5,27,0.002,std,static
9,162.22,0.3,0.5,286,0.079,mean,static
9,15.15,0.3,0.5,27,0.002,std,static
10,147.44,0.3,0.5,286,0.079,mean,static
10,13.31,0.3,0.5,27,0.002,std,static
11,131.91,0.3,0.5,286,0.079,mean,static
11,11.18,0.3,0.5,27,0.002,std,static
12,118.19,0.3,0.5,286,0.079,mean,static
12,10.4,0.3,0.5,27,0.002,std,static
13,104.59,0.3,0.5,286,0.079,mean,static
13,10.23,0.3,0.5,27,0.002,std,static
14,93.84,0.3,0.5,286,0.079,mean,static
14,9.96,0.3,0.5,27,0.002,std,static
15,84.28,0.3,0.5,286,0.079,mean,static
15,10.43,0.3,0.5,27,0.002,std,static
16,75.84,0.3,0.5,286,0.079,mean,static
16,10.33,0.3,0.5,27,0.002,std,static
17,68.25,0.3,0.5,286,0.079,mean,static
17,9.6,0.3,0.5,27,0.002,std,static
18,61.22,0.3,0.5,286,0.079,mean,static
18,8.98,0.3,0.5,27,0.002,std,static
19,54.53,0.3,0.5,286,0.079,mean,static
19,8.23,0.3,0.5,27,0.002,std,static
20,49.34,0.3,0.5,286,0.079,mean,static
20,7.31,0.3,0.5,27,0.002,std,static
21,45.47,0.3,0.5,286,0.079,mean,static
21,6.42,0.3,0.5,27,0.002,std,static
22,41.0,0.3,0.5,286,0.079,mean,static
22,5.89,0.3,0.5,27,0.002,std,static
23,36.91,0.3,0.5,286,0.079,mean,static
23,5.4,0.3,0.5,27,0.002,std,static
24,32.69,0.3,0.5,286,0.079,mean,static
24,5.39,0.3,0.5,27,0.002,std,static
25,29.25,0.3,0.5,286,0.079,mean,static
25,5.52,0.3,0.5,27,0.002,std,static
26,26.12,0.3,0.5,286,0.079,mean,static
26,5.18,0.3,0.5,27,0.002,std,static
27,23.09,0.3,0.5,286,0.079,mean,static
27,4.6,0.3,0.5,27,0.002,std,static
28,19.88,0.3,0.5,286,0.079,mean,static
28,3.87,0.3,0.5,27,0.002,std,static
29,17.62,0.3,0.5,286,0.079,mean,static
29,3.65,0.3,0.5,27,0.002,std,static
30,15.53,0.3,0.5,286,0.079,mean,static
30,3.55,0.3,0.5,27,0.002,std,static
31,13.34,0.3,0.5,286,0.079,mean,static
31,3.59,0.3,0.5,27,0.002,std,static
32,12.09,0.3,0.5,286,0.079,mean,static
32,3.16,0.3,0.5,27,0.002,std,static
33,10.53,0.3,0.5,286,0.079,mean,static
33,3.09,0.3,0.5,27,0.002,std,static
34,9.09,0.3,0.5,286,0.079,mean,static
34,2.88,0.3,0.5,27,0.002,std,static
35,7.91,0.3,0.5,286,0.079,mean,static
35,3.0,0.3,0.5,27,0.002,std,static
36,7.03,0.3,0.5,286,0.079,mean,static
36,2.91,0.3,0.5,27,0.002,std,static
37,6.38,0.3,0.5,286,0.079,mean,static
37,2.8,0.3,0.5,27,0.002,std,static
38,5.56,0.3,0.5,286,0.079,mean,static
38,2.46,0.3,0.5,27,0.002,std,static
39,5.09,0.3,0.5,286,0.079,mean,static
39,2.27,0.3,0.5,27,0.002,std,static
40,4.75,0.3,0.5,286,0.079,mean,static
40,2.41,0.3,0.5,27,0.002,std,static
41,4.41,0.3,0.5,286,0.079,mean,static
41,2.23,0.3,0.5,27,0.002,std,static
42,4.0,0.3,0.5,286,0.079,mean,static
42,2.05,0.3,0.5,27,0.002,std,static
43,3.53,0.3,0.5,286,0.079,mean,static
43,2.08,0.3,0.5,27,0.002,std,static
0,5.0,0.3,0.5,316,0.08,mean,dynamic
0,0.0,0.3,0.5,22,0.002,std,dynamic
1,18.84,0.3,0.5,316,0.08,mean,dynamic
1,3.63,0.3,0.5,22,0.002,std,dynamic
2,85.12,0.3,0.5,316,0.08,mean,dynamic
2,16.95,0.3,0.5,22,0.002,std,dynamic
3,202.03,0.3,0.5,316,0.08,mean,dynamic
3,29.4,0.3,0.5,22,0.002,std,dynamic
4,252.56,0.3,0.5,316,0.08,mean,dynamic
4,22.96,0.3,0.5,22,0.002,std,dynamic
5,249.53,0.3,0.5,316,0.08,mean,dynamic
5,18.1,0.3,0.5,22,0.002,std,dynamic
6,231.25,0.3,0.5,316,0.08,mean,dynamic
6,15.6,0.3,0.5,22,0.002,std,dynamic
7,210.62,0.3,0.5,316,0.08,mean,dynamic
7,14.39,0.3,0.5,22,0.002,std,dynamic
8,191.53,0.3,0.5,316,0.08,mean,dynamic
8,13.23,0.3,0.5,22,0.002,std,dynamic
9,173.09,0.3,0.5,316,0.08,mean,dynamic
9,11.84,0.3,0.5,22,0.002,std,dynamic
10,154.75,0.3,0.5,316,0.08,mean,dynamic
10,11.32,0.3,0.5,22,0.002,std,dynamic
11,139.78,0.3,0.5,316,0.08,mean,dynamic
11,10.61,0.3,0.5,22,0.002,std,dynamic
12,126.06,0.3,0.5,316,0.08,mean,dynamic
12,9.83,0.3,0.5,22,0.002,std,dynamic
13,114.25,0.3,0.5,316,0.08,mean,dynamic
13,9.71,0.3,0.5,22,0.002,std,dynamic
14,102.34,0.3,0.5,316,0.08,mean,dynamic
14,9.9,0.3,0.5,22,0.002,std,dynamic
15,92.22,0.3,0.5,316,0.08,mean,dynamic
15,9.34,0.3,0.5,22,0.002,std,dynamic
16,83.03,0.3,0.5,316,0.08,mean,dynamic
16,8.5,0.3,0.5,22,0.002,std,dynamic
17,74.41,0.3,0.5,316,0.08,mean,dynamic
17,9.05,0.3,0.5,22,0.002,std,dynamic
18,66.5,0.3,0.5,316,0.08,mean,dynamic
18,8.91,0.3,0.5,22,0.002,std,dynamic
19,59.91,0.3,0.5,316,0.08,mean,dynamic
19,8.79,0.3,0.5,22,0.002,std,dynamic
20,54.31,0.3,0.5,316,0.08,mean,dynamic
20,7.8,0.3,0.5,22,0.002,std,dynamic
21,48.75,0.3,0.5,316,0.08,mean,dynamic
21,7.55,0.3,0.5,22,0.002,std,dynamic
22,43.81,0.3,0.5,316,0.08,mean,dynamic
22,7.09,0.3,0.5,22,0.002,std,dynamic
23,39.25,0.3,0.5,316,0.08,mean,dynamic
23,6.51,0.3,0.5,22,0.002,std,dynamic
24,35.81,0.3,0.5,316,0.08,mean,dynamic
24,6.02,0.3,0.5,22,0.002,std,dynamic
25,32.44,0.3,0.5,316,0.08,mean,dynamic
25,6.19,0.3,0.5,22,0.002,std,dynamic
26,29.09,0.3,0.5,316,0.08,mean,dynamic
26,5.13,0.3,0.5,22,0.002,std,dynamic
27,25.81,0.3,0.5,316,0.08,mean,dynamic
27,5.08,0.3,0.5,22,0.002,std,dynamic
28,23.81,0.3,0.5,316,0.08,mean,dynamic
28,4.8,0.3,0.5,22,0.002,std,dynamic
29,21.62,0.3,0.5,316,0.08,mean,dynamic
29,4.63,0.3,0.5,22,0.002,std,dynamic
30,19.28,0.3,0.5,316,0.08,mean,dynamic
30,4.54,0.3,0.5,22,0.002,std,dynamic
31,16.97,0.3,0.5,316,0.08,mean,dynamic
31,3.92,0.3,0.5,22,0.002,std,dynamic
32,15.38,0.3,0.5,316,0.08,mean,dynamic
32,3.83,0.3,0.5,22,0.002,std,dynamic
33,13.88,0.3,0.5,316,0.08,mean,dynamic
33,3.93,0.3,0.5,22,0.002,std,dynamic
34,12.19,0.3,0.5,316,0.08,mean,dynamic
34,3.71,0.3,0.5,22,0.002,std,dynamic
35,11.0,0.3,0.5,316,0.08,mean,dynamic
35,3.47,0.3,0.5,22,0.002,std,dynamic
36,10.09,0.3,0.5,316,0.08,mean,dynamic
36,3.01,0.3,0.5,22,0.002,std,dynamic
37,8.91,0.3,0.5,316,0.08,mean,dynamic
37,2.92,0.3,0.5,22,0.002,std,dynamic
38,8.19,0.3,0.5,316,0.08,mean,dynamic
38,2.69,0.3,0.5,22,0.002,std,dynamic
39,7.41,0.3,0.5,316,0.08,mean,dynamic
39,2.45,0.3,0.5,22,0.002,std,dynamic
40,6.41,0.3,0.5,316,0.08,mean,dynamic
40,2.37,0.3,0.5,22,0.002,std,dynamic
41,6.03,0.3,0.5,316,0.08,mean,dynamic
41,2.34,0.3,0.5,22,0.002,std,dynamic
42,5.31,0.3,0.5,316,0.08,mean,dynamic
42,2.34,0.3,0.5,22,0.002,std,dynamic
0,5.0,0.4,0.5,288,0.079,mean,static
0,0.0,0.4,0.5,27,0.002,std,static
1,18.53,0.4,0.5,288,0.079,mean,static
1,4.12,0.4,0.5,27,0.002,std,static
2,85.69,0.4,0.5,288,0.079,mean,static
2,19.36,0.4,0.5,27,0.002,std,static
3,198.0,0.4,0.5,288,0.079,mean,static
3,31.7,0.4,0.5,27,0.002,std,static
4,239.03,0.4,0.5,288,0.079,mean,static
4,24.81,0.4,0.5,27,0.002,std,static
5,232.31,0.4,0.5,288,0.079,mean,static
5,20.47,0.4,0.5,27,0.002,std,static
6,216.28,0.4,0.5,288,0.079,mean,static
6,19.46,0.4,0.5,27,0.002,std,static
7,200.69,0.4,0.5,288,0.079,mean,static
7,18.96,0.4,0.5,27,0.002,std,static
8,182.94,0.4,0.5,288,0.079,mean,static
8,17.75,0.4,0.5,27,0.002,std,static
9,165.34,0.4,0.5,288,0.079,mean,static
9,15.32,0.4,0.5,27,0.002,std,static
10,149.09,0.4,0.5,288,0.079,mean,static
10,12.61,0.4,0.5,27,0.002,std,static
11,133.12,0.4,0.5,288,0.079,mean,static
11,10.67,0.4,0.5,27,0.002,std,static
12,118.0,0.4,0.5,288,0.079,mean,static
12,9.44,0.4,0.5,27,0.002,std,static
13,105.0,0.4,0.5,288,0.079,mean,static
13,9.88,0.4,0.5,27,0.002,std,static
14,94.53,0.4,0.5,288,0.079,mean,static
14,10.34,0.4,0.5,27,0.002,std,static
15,85.53,0.4,0.5,288,0.079,mean,static
15,9.79,0.4,0.5,27,0.002,std,static
16,77.19,0.4,0.5,288,0.079,mean,static
16,9.52,0.4,0.5,27,0.002,std,static
17,70.53,0.4,0.5,288,0.079,mean,static
17,9.28,0.4,0.5,27,0.002,std,static
18,64.38,0.4,0.5,288,0.079,mean,static
18,8.5,0.4,0.5,27,0.002,std,static
19,59.19,0.4,0.5,288,0.079,mean,static
19,7.6,0.4,0.5,27,0.002,std,static
20,52.78,0.4,0.5,288,0.079,mean,static
20,7.22,0.4,0.5,27,0.002,std,static
21,46.72,0.4,0.5,288,0.079,mean,static
21,6.41,0.4,0.5,27,0.002,std,static
22,41.22,0.4,0.5,288,0.079,mean,static
22,6.58,0.4,0.5,27,0.002,std,static
23,37.12,0.4,0.5,288,0.079,mean,static
23,5.63,0.4,0.5,27,0.002,std,static
24,33.44,0.4,0.5,288,0.079,mean,static
24,5.45,0.4,0.5,27,0.002,std,static
25,29.88,0.4,0.5,288,0.079,mean,static
25,5.15,0.4,0.5,27,0.002,std,static
26,26.88,0.4,0.5,288,0.079,mean,static
26,5.25,0.4,0.5,27,0.002,std,static
27,24.12,0.4,0.5,288,0.079,mean,static
27,4.86,0.4,0.5,27,0.002,std,static
28,21.5,0.4,0.5,288,0.079,mean,static
28,4.58,0.4,0.5,27,0.002,std,static
29,19.06,0.4,0.5,288,0.079,mean,static
29,4.67,0.4,0.5,27,0.002,std,static
30,17.31,0.4,0.5,288,0.079,mean,static
30,4.65,0.4,0.5,27,0.002,std,static
31,15.59,0.4,0.5,288,0.079,mean,static
31,4.55,0.4,0.5,27,0.002,std,static
32,13.91,0.4,0.5,288,0.079,mean,static
32,4.59,0.4,0.5,27,0.002,std,static
33,12.25,0.4,0.5,288,0.079,mean,static
33,3.96,0.4,0.5,27,0.002,std,static
34,11.03,0.4,0.5,288,0.079,mean,static
34,3.65,0.4,0.5,27,0.002,std,static
35,10.0,0.4,0.5,288,0.079,mean,static
35,3.54,0.4,0.5,27,0.002,std,static
36,8.94,0.4,0.5,288,0.079,mean,static
36,3.16,0.4,0.5,27,0.002,std,static
37,7.88,0.4,0.5,288,0.079,mean,static
37,2.98,0.4,0.5,27,0.002,std,static
38,6.88,0.4,0.5,288,0.079,mean,static
38,2.85,0.4,0.5,27,0.002,std,static
39,6.0,0.4,0.5,288,0.079,mean,static
39,2.76,0.4,0.5,27,0.002,std,static
40,5.16,0.4,0.5,288,0.079,mean,static
40,2.33,0.4,0.5,27,0.002,std,static
41,4.59,0.4,0.5,288,0.079,mean,static
41,2.25,0.4,0.5,27,0.002,std,static
42,4.19,0.4,0.5,288,0.079,mean,static
42,2.21,0.4,0.5,27,0.002,std,static
43,3.44,0.4,0.5,288,0.079,mean,static
43,1.92,0.4,0.5,27,0.002,std,static
44,3.16,0.4,0.5,288,0.079,mean,static
44,1.92,0.4,0.5,27,0.002,std,static
0,5.0,0.4,0.5,317,0.08,mean,dynamic
0,0.0,0.4,0.5,23,0.003,std,dynamic
1,18.19,0.4,0.5,317,0.08,mean,dynamic
1,3.6,0.4,0.5,23,0.003,std,dynamic
2,81.47,0.4,0.5,317,0.08,mean,dynamic
2,17.41,0.4,0.5,23,0.003,std,dynamic
3,196.81,0.4,0.5,317,0.08,mean,dynamic
3,31.78,0.4,0.5,23,0.003,std,dynamic
